"Year","State","Violent.Crimes","Poverty.Rate","Unemployment.Rate","Income.Per.Capita","Real.GDP"
2015,"Ohio",286,"0,149",0.0495431100178189,44641,578852.4
2015,"New Jersey",289,"0,106",0.0571198009347204,60551,529953.7
2015,"Washington",289,"0,127",0.0544549247080732,53180,441952.1
2015,"West Virginia",300,"0,178",0.065793762491567,37529,70663
2015,"Colorado",308,"0,116",0.037428855448143,52222,312409.7
2015,"South Dakota",317,"0,13",0.0304571888897472,49040,45664.5
2015,"Pennsylvania",335,"0,129",0.0539848323783511,50352,682466.1
2015,"Kansas",340,"0,129",0.0416752857000362,47527,148810.5
2015,"North Carolina",342,"0,167",0.0566649579560631,41778,475096.6
2015,"Indiana",357,"0,151",0.04794573599506,42778,313751.2
2015,"Georgia",366,"0,171",0.0607461148345714,41974,489182.3
2015,"Illinois",380,"0,137",0.0601779106509283,51864,751754.9
2015,"New York",394,"0,152",0.0524857904200734,58743,1373643
2015,"California",402,"0,153",0.0625119460930658,54632,2357452.9
2015,"Texas",408,"0,158",0.0448796290885452,47345,1605901.7
2015,"Massachusetts",413,"0,113",0.0479504721107524,62998,468060.9
2015,"Arizona",417,"0,173",0.0608899687198633,39635,282577
2015,"Alabama",431,"0,189",0.0612613273961299,38954,191335.2
2015,"Missouri",433,"0,147",0.0511463527577348,42932,279020.8
2015,"Oklahoma",441,"0,163",0.0429456976119896,44785,197071.9
2015,"Michigan",450,"0,159",0.0542813831479005,43655,443831.2
2015,"Arkansas",460,"0,194",0.0496651631550299,39842,112351
2015,"Florida",470,"0,157",0.0552883226402707,45493,852242.4
2015,"Maryland",474,"0,101",0.0499705413074564,56392,348151.8
2015,"Delaware",491,"0,135",0.0479653204423113,47997,66793.5
2015,"South Carolina",509,"0,165",0.0589773167219175,39698,192019.9
2015,"Louisiana",519,"0,194",0.0627785379611603,43146,233016
2015,"Tennessee",591,"0,168",0.0557969357420535,42036,304484.2
2015,"Nevada",603,"0,149",0.068492081674733,44314,136347.4
2015,"New Mexico",613,"0,209",0.0661781240774549,38211,89701.3
2015,"Alaska",640,"0,103",0.0629623395866156,57629,54740.8
2016,"Vermont",118,"0,112",0.0312560538725991,50572,29408.1
2016,"Maine",130,"0,13",0.0377508037681631,45003,55565.4
2016,"Virginia",196,"0,111",0.0398480523867157,53439,459965.8
2016,"New Hampshire",199,"0,069",0.0285404072151043,56629,73572.2
2016,"Idaho",216,"0,144",0.0365865359776215,40385,65479
2016,"Connecticut",219,"0,095",0.0484941353202359,69215,243286.7
2016,"Kentucky",219,"0,186",0.0501898646885415,39574,184115
2016,"Wyoming",222,"0,117",0.0535989379364958,54522,38188.7
2016,"Utah",236,"0,104",0.0334343019566226,42008,147962.3
2016,"North Dakota",239,"0,116",0.0310381924460213,52592,52974.6
2016,"Rhode Island",243,"0,127",0.0520450733146311,50320,52902.6
2016,"Minnesota",243,"0,098",0.0386262814976433,52890,324030.3
2016,"New Jersey",255,"0,103",0.0493280060220489,62213,535055.3
2016,"Oregon",260,"0,134",0.0473338371833479,45998,198079.3
2016,"Nebraska",275,"0,117",0.030614896159138,49745,112611.5
2016,"Mississippi",276,"0,208",0.0594382006569998,35946,101255.3
2016,"Washington",284,"0,114",0.0518105347228484,55038,458263.8
2016,"Iowa",286,"0,114",0.0358232423342853,46531,170389.1
2016,"Ohio",292,"0,144",0.0504623609367786,45452,583946.4
2016,"Hawaii",293,"0,09",0.0288063540959564,50089,77303.9
2016,"Wisconsin",306,"0,118",0.039133982410364,47509,291920.3
2016,"Pennsylvania",315,"0,128",0.0532983056536632,51700,688359.4
2016,"Colorado",321,"0,108",0.031324082299442,52251,318953.4
2016,"West Virginia",338,"0,183",0.0610143801505522,37453,70011.4
2016,"North Carolina",347,"0,157",0.0508566408812319,42574,482968.9
2016,"Montana",350,"0,131",0.043073013098428,44211,44436.8
2016,"Georgia",378,"0,158",0.0544666514554883,43074,506816.2
2016,"New York",380,"0,148",0.0487204404143664,60833,1403230.5
2016,"South Dakota",383,"0,138",0.0301316529564789,49018,46076
2016,"Illinois",384,"0,13",0.0589068359268992,52543,749333.5
2016,"Indiana",388,"0,14",0.0436411690749021,43780,319601.5
2016,"Kansas",390,"0,121",0.0402486906608292,47557,153695.3
2016,"Massachusetts",391,"0,105",0.0401307643761615,65060,475349
2016,"Arizona",410,"0,165",0.0545930792067918,40618,291275.2
2016,"Texas",412,"0,157",0.0462994465737434,46445,1619954.2
2016,"Michigan",416,"0,149",0.0498473181997613,44809,452325.2
2016,"Oklahoma",422,"0,161",0.0464086088795481,42399,193025.1
2016,"California",426,"0,144",0.0550500070402818,56667,2427894.6
2016,"Maryland",457,"0,094",0.0428058470356067,58329,360082
2016,"Florida",462,"0,148",0.0488827000134332,46253,881539.2
2016,"Alabama",472,"0,173",0.0587141902213217,39525,194283.8
2016,"Missouri",497,"0,139",0.0453810587481841,44058,279109.2
2016,"Delaware",499,"0,117",0.0451528130919268,48890,63001.3
2016,"South Carolina",505,"0,152",0.0488858773986148,40744,198005.7
2016,"Arkansas",521,"0,172",0.0397819186220424,40720,112798.1
2016,"Louisiana",540,"0,203",0.0607696121802916,42763,228428.5
2016,"Tennessee",612,"0,157",0.0474186210007955,43327,310143.2
2016,"New Mexico",656,"0,201",0.0674920174319165,38907,89151.4
2016,"Nevada",696,"0,136",0.0578702377896712,45232,140081.2
2016,"Alaska",730,"0,106",0.0658057565880338,56341,54246.6
2017,"Maine",124,"0,114",0.03373812604087,46737,56662.6
2017,"Vermont",158,"0,111",0.0301589039201678,51839,29500.9
2017,"New Hampshire",198,"0,075",0.0280382620489428,58791,74107.3
2017,"Virginia",218,"0,105",0.0367162078871358,55181,466724.8
2017,"Connecticut",227,"0,094",0.0440817737577291,70797,247358.5
2017,"Idaho",230,"0,132",0.0315622744309966,41905,66980.5
2017,"Kentucky",232,"0,174",0.047580927627349,40432,185866.5
2017,"Rhode Island",239,"0,117",0.045042192764539,52341,52608.8
2017,"Minnesota",243,"0,098",0.0344250344338846,54670,328696.1
2017,"Utah",243,"0,096",0.0314389343479935,43711,154367.3
2017,"Wyoming",244,"0,118",0.0429380669758135,56757,37429.1
2017,"New Jersey",245,"0,097",0.0451354082353711,64410,537045.1
2017,"North Dakota",251,"0,098",0.0266912920541759,53142,54083.1
2017,"Oregon",265,"0,132",0.0405756620998422,47982,205744.8
2017,"Mississippi",281,"0,197",0.0522161834611206,36817,101642.1
2017,"Iowa",291,"0,102",0.0309183722478806,47570,170182.7
2017,"Nebraska",291,"0,107",0.0294161044909137,50658,114480.9
2017,"Ohio",300,"0,139",0.0497496121869894,46999,590738.9
2017,"Washington",302,"0,112",0.0461951057243968,57389,482824.1
2017,"Wisconsin",306,"0,109",0.0327142299405793,49105,292311.2
2017,"Hawaii",309,"0,106",0.0221467407294082,52222,78941.6
2017,"Pennsylvania",316,"0,125",0.0498499142867865,53117,694236.5
2017,"Colorado",343,"0,103",0.0263148189003729,55125,329960.6
2017,"West Virginia",358,"0,191",0.0523563282183972,39258,71459.4
2017,"Montana",368,"0,126",0.0409405477011626,46282,45910.5
2017,"North Carolina",372,"0,149",0.0452396745428319,44094,496726.5
2017,"New York",376,"0,14",0.0463845741719632,64964,1419583.6
2017,"Massachusetts",377,"0,104",0.0381652665819129,67545,484413.8
2017,"Kansas",380,"0,12",0.0362213343254771,49033,155407.9
2017,"Georgia",398,"0,152",0.0477100578377914,45045,524874.7
2017,"Indiana",405,"0,135",0.0348894062409001,45278,325841.7
2017,"South Dakota",418,"0,122",0.0310286928938733,50145,45878.2
2017,"Florida",430,"0,14",0.0424599979805493,48774,912966.2
2017,"Texas",434,"0,146",0.043420261383879,49055,1664218.5
2017,"Illinois",436,"0,127",0.0495077305090516,54252,755594.7
2017,"California",445,"0,132",0.0483457516784376,58942,2541769.3
2017,"Oklahoma",450,"0,154",0.0402721869969662,44295,194256
2017,"Michigan",459,"0,142",0.0458951817281908,45983,457764.9
2017,"Arizona",470,"0,147",0.0494978703262657,42267,302455.4
2017,"Maryland",472,"0,094",0.0408223673426057,60014,366680.5
2017,"South Carolina",502,"0,154",0.042000695665499,42296,202494.3
2017,"Delaware",509,"0,129",0.0444783147980743,50703,60801.2
2017,"Missouri",519,"0,133",0.0377014822078152,44781,282174.2
2017,"Alabama",532,"0,168",0.0455959231338952,40864,197566.6
2017,"Arkansas",551,"0,162",0.0374033916082362,41873,113885.2
2017,"Louisiana",566,"0,2",0.0512702188053564,44120,233774.4
2017,"Tennessee",633,"0,151",0.0372968402691175,44540,318412
2017,"Nevada",678,"0,131",0.050186011751153,47279,145699.9
2017,"New Mexico",703,"0,196",0.0607826168731885,39592,89032
2017,"Alaska",804,"0,117",0.0650529165709287,57352,54129.5
2018,"Maine",112,"0,112",0.0310825325447177,48594,58178.8
2018,"Vermont",172,"0,111",0.0262920330755853,53516,29616.4
2018,"New Hampshire",173,"0,072",0.0264388743270604,61371,75534.6
