DATE,RIRGSP
2010-01-01,51332.8
2011-01-01,51279.6
2012-01-01,51583.0
2013-01-01,51910.8
2014-01-01,52293.4
2015-01-01,52819.1
2016-01-01,52902.6
2017-01-01,52608.8
2018-01-01,52493.8
2019-01-01,53225.0
2020-01-01,51415.1
